datetime,game_start,league,team_a,team_b,current_points_spread,current_points_total,game_duration,bookmaker,market_type,thresh,side,price_current
2026-04-07 08:07:00,2026-04-09 14:00:00,NHL,Edmonton Oilers,Vegas Golden Knights,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,6.1,0,100.49
2026-02-27 19:09:00,2026-03-01 02:00:00,NFL,Kansas City Chiefs,Dallas Cowboys,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,147.07
2026-03-06 19:52:00,2026-03-08 09:00:00,NHL,Florida Panthers,Boston Bruins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,120.62
2026-03-16 16:26:50,2026-03-16 15:00:00,NBA,Golden State Warriors,Boston Celtics,0.0,212.8,0.788,Fanduel,POINTS_TOTAL,209.8,0,107.29
2026-02-19 16:19:00,2026-02-22 16:00:00,NHL,Carolina Hurricanes,Toronto Maple Leafs,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,107.6
2026-04-18 11:54:00,2026-04-21 10:00:00,NBA,Dallas Mavericks,Miami Heat,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,126.1
2026-03-17 19:17:08,2026-03-17 19:00:00,NHL,Toronto Maple Leafs,Colorado Avalanche,0.0,16.1,0.373,Fanduel,POINTS_TOTAL,17.6,0,105.46
2026-04-21 03:10:02,2026-04-21 04:00:00,NBA,Dallas Mavericks,Phoenix Suns,0.0,226.6,0.378,BetMGM,POINTS_TOTAL,224.6,1,111.02
2026-04-02 06:45:00,2026-04-03 18:00:00,NFL,Kansas City Chiefs,Detroit Lions,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,38.6,0,100.17
2026-03-18 08:23:25,2026-03-18 10:00:00,NBA,Phoenix Suns,Golden State Warriors,-0.9,0.0,0.069,BetMGM,POINTS_SPREAD,1.4,1,100.0
2026-03-11 04:08:00,2026-03-13 22:00:00,NBA,Milwaukee Bucks,Phoenix Suns,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,133.49
2026-03-08 02:04:39,2026-03-08 02:00:00,NFL,Detroit Lions,Philadelphia Eagles,0.0,0.0,0.187,Fanduel,MONEYLINE,0.0,NA,122.24
2026-03-20 10:27:00,2026-03-22 15:00:00,NBA,Los Angeles Lakers,Golden State Warriors,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.7,0,127.04
2026-04-17 14:19:00,2026-04-19 00:00:00,NBA,Phoenix Suns,Dallas Mavericks,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,120.79
2026-04-16 11:37:00,2026-04-18 15:00:00,NFL,Miami Dolphins,Detroit Lions,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.4,1,128.38
2026-04-16 10:42:00,2026-04-19 02:00:00,NFL,Detroit Lions,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,29.4,1,118.24
2026-04-07 15:30:27,2026-04-07 14:00:00,NFL,Dallas Cowboys,Baltimore Ravens,0.0,0.0,0.747,Fanduel,MONEYLINE,0.0,NA,104.76
2026-03-13 06:20:00,2026-03-15 20:00:00,NBA,Boston Celtics,Phoenix Suns,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.5,0,100.0
2026-04-19 12:27:00,2026-04-20 18:00:00,NBA,Golden State Warriors,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.3,0,100.0
2026-04-05 15:23:00,2026-04-07 07:00:00,NBA,Denver Nuggets,Golden State Warriors,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,228.4,0,102.68
2026-03-30 02:51:00,2026-04-01 12:00:00,NHL,Toronto Maple Leafs,Vegas Golden Knights,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.3,1,100.0
2026-04-06 10:57:27,2026-04-06 11:00:00,NBA,Golden State Warriors,Milwaukee Bucks,0.0,0.0,0.047,BetMGM,MONEYLINE,0.0,NA,100.0
2026-04-15 13:58:43,2026-04-15 14:00:00,NFL,Dallas Cowboys,Buffalo Bills,0.0,0.0,0.254,BetMGM,MONEYLINE,0.0,NA,100.0
2026-02-18 14:43:00,2026-02-21 02:00:00,NHL,New York Rangers,Toronto Maple Leafs,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,18.1,0,125.04
2026-04-02 19:32:01,2026-04-02 19:00:00,NBA,Golden State Warriors,Los Angeles Lakers,0.0,211.4,0.439,BetMGM,POINTS_TOTAL,211.1,1,113.84
2026-04-01 05:56:00,2026-04-04 00:00:00,NBA,Dallas Mavericks,Miami Heat,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-04-17 08:04:00,2026-04-20 08:00:00,NFL,Detroit Lions,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.7,0,133.64
2026-03-14 22:23:00,2026-03-17 04:00:00,NHL,Edmonton Oilers,Boston Bruins,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.7,1,120.43
2026-03-11 23:46:00,2026-03-12 22:00:00,NHL,New York Rangers,Colorado Avalanche,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-20 14:02:00,2026-04-21 09:00:00,NFL,Miami Dolphins,Baltimore Ravens,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-02-22 21:35:25,2026-02-22 21:00:00,NFL,San Francisco 49ers,Buffalo Bills,-2.1,0.0,0.719,Fanduel,POINTS_SPREAD,1.4,0,100.0
2026-03-07 16:05:37,2026-03-07 14:00:00,NBA,Los Angeles Lakers,Denver Nuggets,4.0,0.0,0.709,Fanduel,POINTS_SPREAD,3.1,1,100.0
2026-03-12 01:00:00,2026-03-14 16:00:00,NHL,Colorado Avalanche,New York Rangers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.2,0,127.9
2026-03-08 14:24:00,2026-03-10 18:00:00,NBA,Miami Heat,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,155.48
2026-03-06 04:03:09,2026-03-06 05:00:00,NHL,Boston Bruins,Carolina Hurricanes,0.0,0.0,0.462,BetMGM,MONEYLINE,0.0,NA,132.37
2026-03-17 12:38:00,2026-03-20 12:00:00,NFL,Buffalo Bills,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,51.8,1,104.21
2026-03-11 04:41:00,2026-03-11 13:00:00,NFL,Detroit Lions,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.2,0,100.0
2026-03-15 20:18:00,2026-03-16 03:00:00,NBA,Golden State Warriors,Phoenix Suns,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-04 22:07:00,2026-04-06 01:00:00,NBA,Dallas Mavericks,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.4,0,100.0
2026-03-23 19:34:06,2026-03-23 18:00:00,NBA,Los Angeles Lakers,Denver Nuggets,0.0,0.0,0.895,BetMGM,MONEYLINE,0.0,NA,100.0
2026-04-06 16:09:04,2026-04-06 15:00:00,NBA,Phoenix Suns,Los Angeles Lakers,0.0,221.2,0.756,Fanduel,POINTS_TOTAL,221.7,1,120.9
2026-03-15 08:09:00,2026-03-15 17:00:00,NFL,Detroit Lions,Miami Dolphins,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,112.0
2026-03-30 11:45:46,2026-03-30 12:00:00,NFL,Kansas City Chiefs,Philadelphia Eagles,0.0,35.2,0.521,BetMGM,POINTS_TOTAL,41.0,1,105.41
2026-04-04 00:54:48,2026-04-04 00:00:00,NFL,Miami Dolphins,Dallas Cowboys,0.0,39.3,0.41,Fanduel,POINTS_TOTAL,39.9,0,103.24
2026-03-09 10:52:00,2026-03-09 17:00:00,NHL,Edmonton Oilers,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-02-20 09:38:00,2026-02-22 11:00:00,NBA,Denver Nuggets,Boston Celtics,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-28 14:11:28,2026-03-28 14:00:00,NBA,Denver Nuggets,Dallas Mavericks,0.0,0.0,0.486,Fanduel,MONEYLINE,0.0,NA,127.32
2026-03-01 16:00:57,2026-03-01 15:00:00,NFL,San Francisco 49ers,Dallas Cowboys,-0.4,0.0,0.772,BetMGM,POINTS_SPREAD,4.4,1,152.58
2026-04-20 16:07:00,2026-04-20 22:00:00,NHL,Vegas Golden Knights,Colorado Avalanche,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,15.8,1,124.43
2026-04-08 03:00:00,2026-04-09 23:00:00,NBA,Milwaukee Bucks,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.9,1,100.0
2026-02-28 22:13:00,2026-03-01 10:00:00,NHL,Florida Panthers,Carolina Hurricanes,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,14.5,1,100.0
2026-04-09 15:07:00,2026-04-12 02:00:00,NHL,Toronto Maple Leafs,New York Rangers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,7.9,1,106.73
2026-04-11 09:03:00,2026-04-11 23:00:00,NHL,Boston Bruins,Edmonton Oilers,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.4,0,100.0
2026-03-30 21:46:00,2026-03-31 19:00:00,NFL,Kansas City Chiefs,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,50.8,0,122.89
2026-04-04 16:30:00,2026-04-05 17:00:00,NFL,Kansas City Chiefs,Dallas Cowboys,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,39.1,0,127.32
2026-03-27 15:33:00,2026-03-29 15:00:00,NFL,Philadelphia Eagles,Buffalo Bills,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.6,1,149.32
2026-04-13 16:31:00,2026-04-15 10:00:00,NFL,Baltimore Ravens,Dallas Cowboys,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,36.2,0,104.67
2026-03-21 09:27:00,2026-03-22 15:00:00,NFL,Buffalo Bills,Kansas City Chiefs,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.5,0,126.59
2026-04-12 11:05:00,2026-04-13 06:00:00,NBA,Boston Celtics,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.4,0,110.89
2026-03-06 11:27:26,2026-03-06 10:00:00,NBA,Dallas Mavericks,Boston Celtics,0.0,242.7,0.858,Fanduel,POINTS_TOTAL,238.3,1,100.0
2026-03-20 09:59:00,2026-03-22 00:00:00,NHL,Edmonton Oilers,Florida Panthers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,3.5,0,100.0
2026-03-05 05:29:26,2026-03-05 07:00:00,NHL,Colorado Avalanche,Toronto Maple Leafs,-2.9,0.0,0.058,BetMGM,POINTS_SPREAD,2.4,0,100.0
2026-04-15 20:15:00,2026-04-16 05:00:00,NFL,Miami Dolphins,Baltimore Ravens,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,33.8,0,104.51
2026-04-18 11:49:00,2026-04-18 13:00:00,NBA,Dallas Mavericks,Miami Heat,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,238.9,0,104.52
2026-03-25 03:23:00,2026-03-26 06:00:00,NBA,Milwaukee Bucks,Phoenix Suns,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,160.05
2026-02-26 21:47:00,2026-02-27 08:00:00,NHL,Edmonton Oilers,Toronto Maple Leafs,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,6.3,1,112.91
2026-03-31 19:48:00,2026-04-03 15:00:00,NBA,Dallas Mavericks,Milwaukee Bucks,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.2,0,100.0
2026-03-20 22:42:00,2026-03-21 10:00:00,NBA,Denver Nuggets,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,230.4,1,106.74
2026-03-30 01:49:24,2026-03-30 00:00:00,NBA,Phoenix Suns,Boston Celtics,0.9,0.0,0.78,BetMGM,POINTS_SPREAD,2.1,1,100.0
2026-02-24 15:11:00,2026-02-25 06:00:00,NHL,Edmonton Oilers,Colorado Avalanche,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,3.5,0,116.24
2026-02-23 03:06:00,2026-02-23 14:00:00,NBA,Milwaukee Bucks,Phoenix Suns,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,100.0
2026-03-05 15:08:00,2026-03-08 12:00:00,NHL,Toronto Maple Leafs,New York Rangers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,152.88
2026-03-23 13:31:00,2026-03-26 01:00:00,NFL,Detroit Lions,Dallas Cowboys,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,3.5,0,104.52
2026-03-26 13:02:06,2026-03-26 13:00:00,NFL,Detroit Lions,Philadelphia Eagles,-1.1,0.0,0.195,Fanduel,POINTS_SPREAD,1.1,0,127.16
2026-03-29 22:29:00,2026-03-31 14:00:00,NBA,Phoenix Suns,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,203.2,0,128.0
2026-04-03 18:58:20,2026-04-03 18:00:00,NHL,New York Rangers,Vegas Golden Knights,0.0,3.5,0.813,Fanduel,POINTS_TOTAL,3.5,0,117.66
2026-03-05 04:00:06,2026-03-05 04:00:00,NFL,Buffalo Bills,San Francisco 49ers,0.0,46.5,0.695,Fanduel,POINTS_TOTAL,42.6,1,113.75
2026-04-06 02:15:00,2026-04-07 19:00:00,NFL,Dallas Cowboys,Miami Dolphins,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,105.66
2026-04-09 01:21:00,2026-04-09 05:00:00,NFL,San Francisco 49ers,Buffalo Bills,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,60.3,1,122.33
2026-02-23 20:11:00,2026-02-26 08:00:00,NBA,Golden State Warriors,Dallas Mavericks,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,111.42
2026-03-30 06:45:00,2026-03-31 03:00:00,NBA,Denver Nuggets,Los Angeles Lakers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,130.06
2026-04-03 05:59:00,2026-04-05 10:00:00,NFL,Kansas City Chiefs,San Francisco 49ers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-02-19 13:44:00,2026-02-22 06:00:00,NHL,Vegas Golden Knights,Edmonton Oilers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,120.74
2026-04-15 02:05:32,2026-04-15 02:00:00,NBA,Miami Heat,Denver Nuggets,0.0,0.0,0.803,BetMGM,MONEYLINE,0.0,NA,100.0
2026-02-23 17:33:00,2026-02-26 10:00:00,NFL,San Francisco 49ers,Baltimore Ravens,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,42.8,1,123.48
2026-03-26 19:00:00,2026-03-26 20:00:00,NHL,Colorado Avalanche,Edmonton Oilers,0.0,9.0,0.4,BetMGM,POINTS_TOTAL,8.0,1,124.1
2026-03-08 20:23:48,2026-03-08 20:00:00,NBA,Denver Nuggets,Miami Heat,3.9,0.0,0.46,Fanduel,POINTS_SPREAD,2.6,0,142.62
2026-03-30 22:45:44,2026-03-30 21:00:00,NHL,Boston Bruins,Vegas Golden Knights,0.0,33.4,0.643,BetMGM,POINTS_TOTAL,36.1,0,100.4
2026-04-06 03:42:00,2026-04-08 22:00:00,NFL,Dallas Cowboys,Baltimore Ravens,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,53.5,0,118.99
2026-03-22 15:27:00,2026-03-22 23:00:00,NHL,Toronto Maple Leafs,Edmonton Oilers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.5,0,100.0
2026-03-10 08:17:00,2026-03-12 19:00:00,NBA,Phoenix Suns,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.0,0,140.74
2026-04-11 15:39:00,2026-04-12 21:00:00,NHL,Toronto Maple Leafs,Edmonton Oilers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-14 12:26:00,2026-04-16 19:00:00,NFL,Miami Dolphins,Buffalo Bills,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,48.7,0,110.77
2026-02-28 22:28:00,2026-03-03 13:00:00,NFL,Kansas City Chiefs,Dallas Cowboys,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,2.7,1,124.91
2026-04-06 19:03:00,2026-04-07 13:00:00,NBA,Miami Heat,Boston Celtics,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-14 12:43:00,2026-04-15 12:00:00,NBA,Miami Heat,Golden State Warriors,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.4,0,137.13
2026-03-30 05:46:38,2026-03-30 05:00:00,NFL,Kansas City Chiefs,Miami Dolphins,0.0,74.6,0.748,BetMGM,POINTS_TOTAL,77.8,1,100.0
2026-04-07 15:12:00,2026-04-08 02:00:00,NHL,Colorado Avalanche,Carolina Hurricanes,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.7,1,103.67
2026-02-24 13:30:00,2026-02-24 17:00:00,NFL,Detroit Lions,Kansas City Chiefs,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,54.1,1,108.58
2026-02-24 08:34:00,2026-02-26 15:00:00,NFL,Miami Dolphins,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,23.8,1,100.0
2026-02-27 12:47:00,2026-02-28 21:00:00,NFL,Kansas City Chiefs,Buffalo Bills,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.9,0,133.57
2026-02-24 20:59:24,2026-02-24 21:00:00,NFL,Baltimore Ravens,San Francisco 49ers,0.0,0.0,0.48,Fanduel,MONEYLINE,0.0,NA,130.38
2026-03-04 10:13:00,2026-03-05 08:00:00,NHL,Florida Panthers,New York Rangers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,149.79
2026-04-04 23:00:33,2026-04-04 23:00:00,NFL,Detroit Lions,Dallas Cowboys,-2.2,0.0,0.042,BetMGM,POINTS_SPREAD,2.1,1,115.98
2026-04-12 16:33:00,2026-04-13 12:00:00,NBA,Dallas Mavericks,Denver Nuggets,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,114.6
2026-04-07 22:24:00,2026-04-08 17:00:00,NHL,New York Rangers,Boston Bruins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,3.5,0,114.9
2026-03-25 00:13:00,2026-03-27 02:00:00,NBA,Milwaukee Bucks,Boston Celtics,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.1,0,120.99
2026-03-04 08:58:00,2026-03-06 12:00:00,NFL,Kansas City Chiefs,Baltimore Ravens,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,38.3,0,100.0
2026-03-19 21:37:00,2026-03-22 15:00:00,NHL,Vegas Golden Knights,New York Rangers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,120.16
2026-04-04 00:01:00,2026-04-05 13:00:00,NHL,New York Rangers,Boston Bruins,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,11.3,1,105.9
2026-03-25 18:54:00,2026-03-27 12:00:00,NHL,New York Rangers,Florida Panthers,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,104.51
2026-03-21 08:58:21,2026-03-21 08:00:00,NBA,Milwaukee Bucks,Miami Heat,3.4,0.0,0.602,Fanduel,POINTS_SPREAD,3.2,1,108.92
2026-03-28 03:35:00,2026-03-30 01:00:00,NHL,Edmonton Oilers,Florida Panthers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,3.5,0,134.12
2026-02-24 01:12:00,2026-02-25 14:00:00,NHL,Vegas Golden Knights,Toronto Maple Leafs,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,122.64
2026-03-20 08:02:40,2026-03-20 07:00:00,NHL,Colorado Avalanche,Florida Panthers,-1.6,0.0,0.876,Fanduel,POINTS_SPREAD,1.6,0,100.24
2026-04-02 15:48:00,2026-04-04 04:00:00,NFL,Kansas City Chiefs,Detroit Lions,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,143.2
2026-03-24 15:47:00,2026-03-26 03:00:00,NBA,Boston Celtics,Miami Heat,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,154.98
2026-04-18 22:16:00,2026-04-19 00:00:00,NBA,Los Angeles Lakers,Phoenix Suns,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,0.9,1,100.0
2026-04-06 09:27:42,2026-04-06 11:00:00,NFL,Detroit Lions,Philadelphia Eagles,1.6,0.0,0.215,BetMGM,POINTS_SPREAD,1.7,0,109.74
2026-03-09 02:06:00,2026-03-11 17:00:00,NHL,Vegas Golden Knights,Colorado Avalanche,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.5,0,116.62
2026-04-08 10:34:00,2026-04-09 13:00:00,NFL,Miami Dolphins,San Francisco 49ers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-03-31 17:02:00,2026-04-02 18:00:00,NFL,Philadelphia Eagles,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,46.0,0,107.2
2026-03-08 18:46:00,2026-03-08 19:00:00,NBA,Los Angeles Lakers,Miami Heat,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.7,0,100.0
2026-03-17 07:21:00,2026-03-18 16:00:00,NHL,Vegas Golden Knights,Boston Bruins,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,3.6,1,102.29
2026-03-20 12:37:00,2026-03-23 12:00:00,NFL,Baltimore Ravens,San Francisco 49ers,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,49.3,0,115.51
2026-02-26 20:36:00,2026-02-27 01:00:00,NHL,Toronto Maple Leafs,Colorado Avalanche,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,9.1,1,100.0
2026-03-17 00:18:00,2026-03-19 02:00:00,NBA,Golden State Warriors,Los Angeles Lakers,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,219.5,0,100.0
2026-03-05 11:19:00,2026-03-06 11:00:00,NFL,Kansas City Chiefs,Detroit Lions,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,4.0,0,103.14
2026-02-27 05:36:00,2026-03-01 04:00:00,NBA,Denver Nuggets,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.8,1,136.98
2026-04-04 05:42:00,2026-04-06 18:00:00,NHL,Vegas Golden Knights,Carolina Hurricanes,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,3.2,0,112.48
2026-03-23 08:23:54,2026-03-23 09:00:00,NBA,Los Angeles Lakers,Milwaukee Bucks,0.0,0.0,0.555,Fanduel,MONEYLINE,0.0,NA,114.19
2026-03-20 17:48:51,2026-03-20 19:00:00,NHL,Toronto Maple Leafs,Edmonton Oilers,0.0,20.4,0.177,BetMGM,POINTS_TOTAL,14.0,0,100.0
2026-03-27 18:44:00,2026-03-28 05:00:00,NFL,Buffalo Bills,Kansas City Chiefs,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,44.0,0,128.4
2026-03-05 07:13:56,2026-03-05 09:00:00,NHL,Edmonton Oilers,Carolina Hurricanes,2.2,0.0,0.133,BetMGM,POINTS_SPREAD,1.8,1,100.0
2026-03-06 13:23:00,2026-03-07 06:00:00,NFL,Kansas City Chiefs,Miami Dolphins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,187.12
2026-04-03 15:17:09,2026-04-03 15:00:00,NHL,Carolina Hurricanes,New York Rangers,0.0,5.3,0.362,Fanduel,POINTS_TOTAL,3.5,0,122.67
2026-03-07 00:42:00,2026-03-07 17:00:00,NFL,Miami Dolphins,Philadelphia Eagles,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,48.8,0,102.2
2026-04-09 13:21:00,2026-04-11 20:00:00,NHL,Edmonton Oilers,Vegas Golden Knights,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,132.87
2026-04-10 13:14:39,2026-04-10 12:00:00,NFL,Baltimore Ravens,Buffalo Bills,-1.7,0.0,0.437,Fanduel,POINTS_SPREAD,1.0,1,115.34
2026-04-01 03:06:00,2026-04-01 19:00:00,NHL,Colorado Avalanche,Florida Panthers,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,1.2,1,106.73
2026-04-09 20:02:46,2026-04-09 21:00:00,NFL,Baltimore Ravens,Miami Dolphins,0.9,0.0,0.421,BetMGM,POINTS_SPREAD,3.2,1,114.38
2026-04-14 15:06:00,2026-04-14 16:00:00,NBA,Boston Celtics,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_SPREAD,0.6,1,100.0
2026-03-10 00:26:40,2026-03-10 00:00:00,NFL,Kansas City Chiefs,Miami Dolphins,0.0,52.3,0.326,Fanduel,POINTS_TOTAL,45.5,1,100.0
2026-03-14 21:29:00,2026-03-17 21:00:00,NBA,Denver Nuggets,Dallas Mavericks,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,1.5,1,121.31
2026-03-21 22:44:00,2026-03-23 23:00:00,NFL,San Francisco 49ers,Miami Dolphins,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,31.6,0,101.32
2026-03-02 13:33:34,2026-03-02 12:00:00,NBA,Denver Nuggets,Golden State Warriors,3.2,0.0,0.931,Fanduel,POINTS_SPREAD,5.4,0,100.0
2026-03-20 22:47:00,2026-03-23 10:00:00,NFL,Baltimore Ravens,Miami Dolphins,0.0,0.0,0.0,BetMGM,MONEYLINE,0.0,NA,125.86
2026-04-06 12:11:00,2026-04-06 15:00:00,NHL,Florida Panthers,Carolina Hurricanes,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,20.2,0,112.93
2026-04-16 06:13:00,2026-04-16 20:00:00,NFL,Detroit Lions,San Francisco 49ers,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,100.0
2026-04-08 09:18:00,2026-04-08 10:00:00,NBA,Boston Celtics,Denver Nuggets,0.0,0.0,0.0,BetMGM,POINTS_TOTAL,257.7,0,100.0
2026-03-30 12:52:00,2026-03-31 18:00:00,NBA,Dallas Mavericks,Golden State Warriors,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,131.78
2026-03-28 14:27:00,2026-03-29 06:00:00,NBA,Miami Heat,Boston Celtics,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,6.8,1,100.0
2026-03-11 06:04:06,2026-03-11 05:00:00,NFL,Kansas City Chiefs,Philadelphia Eagles,0.0,34.7,0.795,Fanduel,POINTS_TOTAL,31.2,0,118.19
2026-04-06 00:28:00,2026-04-06 03:00:00,NHL,Colorado Avalanche,Boston Bruins,0.0,0.0,0.0,BetMGM,POINTS_SPREAD,4.5,1,123.69
2026-03-12 10:49:54,2026-03-12 10:00:00,NBA,Miami Heat,Golden State Warriors,0.0,219.9,0.655,Fanduel,POINTS_TOTAL,220.2,1,122.24
2026-03-12 04:57:00,2026-03-13 14:00:00,NBA,Golden State Warriors,Dallas Mavericks,0.0,0.0,0.0,Fanduel,POINTS_TOTAL,215.2,1,100.0
2026-03-14 07:06:02,2026-03-14 06:00:00,NHL,Edmonton Oilers,New York Rangers,0.0,0.0,0.928,Fanduel,MONEYLINE,0.0,NA,106.7
2026-03-02 10:08:00,2026-03-04 05:00:00,NHL,Toronto Maple Leafs,Boston Bruins,0.0,0.0,0.0,Fanduel,MONEYLINE,0.0,NA,105.53
2026-03-18 16:23:27,2026-03-18 16:00:00,NBA,Milwaukee Bucks,Denver Nuggets,0.0,0.0,0.147,BetMGM,MONEYLINE,0.0,NA,100.0
